nm	Abs
432.00	0.077
431.80	0.076
431.60	0.076
431.40	0.076
431.20	0.077
431.00	0.075
430.80	0.075
430.60	0.074
430.40	0.076
430.20	0.074
430.00	0.077
429.80	0.076
429.60	0.075
429.40	0.074
429.20	0.075
429.00	0.076
428.80	0.075
428.60	0.075
428.40	0.075
428.20	0.074
428.00	0.073
427.80	0.074
427.60	0.074
427.40	0.073
427.20	0.072
427.00	0.073
426.80	0.074
426.60	0.074
426.40	0.075
426.20	0.073
426.00	0.074
425.80	0.072
425.60	0.072
425.40	0.071
425.20	0.071
425.00	0.071
424.80	0.072
424.60	0.072
424.40	0.070
424.20	0.071
424.00	0.071
423.80	0.072
423.60	0.071
423.40	0.072
423.20	0.072
423.00	0.070
422.80	0.069
422.60	0.071
422.40	0.070
422.20	0.071
422.00	0.062
421.80	0.063
421.60	0.063
421.40	0.062
421.20	0.062
421.00	0.063
420.80	0.064
420.60	0.059
420.40	0.061
420.20	0.062
420.00	0.063
419.80	0.062
419.60	0.061
419.40	0.062
419.20	0.061
419.00	0.060
418.80	0.062
418.60	0.061
418.40	0.061
418.20	0.061
418.00	0.060
417.80	0.061
417.60	0.060
417.40	0.060
417.20	0.060
417.00	0.061
416.80	0.060
416.60	0.059
416.40	0.061
416.20	0.060
416.00	0.060
415.80	0.060
415.60	0.060
415.40	0.060
415.20	0.059
415.00	0.059
414.80	0.060
414.60	0.060
414.40	0.061
414.20	0.060
414.00	0.060
413.80	0.058
413.60	0.059
413.40	0.058
413.20	0.058
413.00	0.059
412.80	0.061
412.60	0.059
412.40	0.058
412.20	0.059
412.00	0.060
411.80	0.061
411.60	0.059
411.40	0.061
411.20	0.061
411.00	0.057
410.80	0.060
410.60	0.060
410.40	0.060
410.20	0.059
410.00	0.060
409.80	0.059
409.60	0.059
409.40	0.060
409.20	0.059
409.00	0.061
408.80	0.060
408.60	0.059
408.40	0.059
408.20	0.060
408.00	0.060
407.80	0.060
407.60	0.061
407.40	0.061
407.20	0.059
407.00	0.058
406.80	0.059
406.60	0.062
406.40	0.060
406.20	0.061
406.00	0.062
405.80	0.060
405.60	0.060
405.40	0.061
405.20	0.061
405.00	0.060
404.80	0.062
404.60	0.061
404.40	0.062
404.20	0.060
404.00	0.061
403.80	0.063
403.60	0.063
403.40	0.061
403.20	0.063
403.00	0.062
402.80	0.062
402.60	0.064
402.40	0.064
402.20	0.062
402.00	0.064
401.80	0.064
401.60	0.062
401.40	0.064
401.20	0.064
401.00	0.066
400.80	0.063
400.60	0.066
400.40	0.062
400.20	0.067
400.00	0.065
